ID,Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,Target
2034,36, Private,185848, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
2036,34, Federal-gov,153614, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
2037,48, Private,65353, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States,0
2038,44, Private,244172, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico,0
2040,25, Private,274228, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,65, United-States,0
2041,33, Private,156383, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
2044,33, Self-emp-not-inc,94041, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1974,30, United-States,0
2045,29, Private,271710, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
2047,33, Private,188403, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States,0
2049,17, Private,242605, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States,0
2051,55, Private,335276, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
2053,60, Private,162151, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
2054,25, Private,60358, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,0
2057,26, Private,171636, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States,0
2058,34, Private,118901, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
2059,48, State-gov,28419, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,0
2062,25, Private,171472, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States,0
2063,20, Private,236804, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States,0
2064,38, Private,212252, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,1
2065,69, Private,119907, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
2066,27, Local-gov,352797, HS-grad,9, Married-spouse-absent, Sales, Own-child, Black, Female,0,0,40, United-States,0
2067,32, Private,97281, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
2068,65, Private,154351, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,2993,0,40, United-States,0
2069,22, Private,117606, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,8, United-States,0
2071,40, Private,199668, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,25, United-States,0
2073,33, Private,283268, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
2074,60, Private,170278, 5th-6th,3, Widowed, Sales, Not-in-family, White, Female,0,0,40, Italy,0
2075,28, Federal-gov,90787, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,0
2080,36, Private,326352, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0
2084,22, Private,213834, Assoc-voc,11, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
2086,81, Self-emp-not-inc,240414, Bachelors,13, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States,0
2087,19, Private,37688, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,0
2089,20,,323309, HS-grad,9, Never-married,, Own-child, Other, Male,0,0,60, South,0
2090,41, Federal-gov,341638, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,92, United-States,0
2092,54, Private,288557, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,46, United-States,0
2093,18,,191817, 11th,7, Never-married,, Own-child, White, Male,0,0,20, Mexico,0
2095,54, Private,93605, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
2097,21, Private,190916, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
2098,22, Private,384787, 9th,5, Never-married, Sales, Other-relative, White, Female,0,0,40, Mexico,0
2099,19, Local-gov,43921, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
2100,37, Private,183739, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,8, United-States,1
2101,37, Private,490871, 11th,7, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,25, United-States,0
2103,31, Self-emp-not-inc,24504, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States,0
2104,60, Private,113080, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
2105,43, Private,197093, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,0
2106,65, Private,56924, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,10, United-States,0
2107,33, Federal-gov,207723, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40,,0
2108,32, Private,327902, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
2111,50, Private,98227, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
2112,23, Private,430151, 11th,7, Never-married, Craft-repair, Unmarried, White, Male,0,0,30, United-States,0
2113,60, Private,73069, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,0
2114,32, Private,101345, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,1741,40, United-States,0
2118,35,,224466, HS-grad,9, Never-married,, Other-relative, Black, Male,0,0,24, United-States,0
2123,52,,91447, Bachelors,13, Widowed,, Not-in-family, White, Female,0,2205,8, United-States,0
2124,40, Private,232820, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
2125,40, Private,53956, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
2129,57, Private,255406, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,1980,44, United-States,0
2131,41, Local-gov,231348, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
2134,39, Self-emp-inc,190964, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3137,0,42, United-States,0
2135,57, Federal-gov,239486, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,45, United-States,1
2136,18, Private,101709, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States,0
2137,53, Private,120914, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
2139,28, Private,257405, 5th-6th,3, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,40, Mexico,0
2140,61, Private,32209, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2051,40, United-States,0
2141,45, Private,431245, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
2142,52, Self-emp-not-inc,95082, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
2145,72, Self-emp-inc,199233, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2377,35, United-States,1
2146,23, Private,133515, Bachelors,13, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States,0
2149,46, Private,169711, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
2150,43, Private,91317, Assoc-acdm,12, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
2152,53, Local-gov,177063, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
2156,38, Private,247506, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
2157,19, Private,37085, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0
2158,25, Private,202033, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0
2159,26, Private,179864, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
2161,28,,243190, Bachelors,13, Never-married,, Not-in-family, Asian-Pac-Islander, Male,0,0,30,,0
2162,33, Private,102270, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States,0
2163,25, Private,81286, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,2174,0,40, United-States,0
2164,23,,205690, Assoc-voc,11, Never-married,, Unmarried, Black, Male,0,0,40, United-States,0
2165,35, State-gov,37314, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
2166,41, Private,29213, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
2167,43, Self-emp-not-inc,451019, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,35, United-States,0
2169,45, Private,259412, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States,1
2176,26, Federal-gov,345157, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
2177,71, Local-gov,161342, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,3, United-States,0
2178,27, Private,159109, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,42, United-States,0
2180,35, Local-gov,433602, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,38, United-States,0
2181,36, Self-emp-not-inc,350103, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
2183,41, Federal-gov,56236, HS-grad,9, Divorced, Protective-serv, Unmarried, Black, Male,1506,0,40, United-States,0
2186,43, Self-emp-not-inc,75993, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
2187,39, Private,312271, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
2188,35, Private,70282, HS-grad,9, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0
2189,22, Private,259109, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,18, United-States,0
2191,33, Private,373432, Some-college,10, Separated, Craft-repair, Own-child, White, Male,0,0,60, United-States,0
2192,21, Local-gov,176998, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
2193,37, Federal-gov,32950, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0
2194,30, Self-emp-not-inc,48520, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,80, United-States,0
2195,47, State-gov,237525, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
2196,45, Private,202746, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
2197,25, Private,179255, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States,0
2199,68, Self-emp-not-inc,191517, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
2201,42, Private,233366, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Other, Male,3103,0,40, Mexico,1
2203,28, Private,66893, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1564,50, United-States,1
2204,61, Private,266646, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, Black, Male,2290,0,40, United-States,0
2206,23, Private,215616, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,0
2207,40, Private,148316, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
2208,25, Private,172402, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
2209,45, Private,195918, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
2212,33, Federal-gov,43608, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0
2213,21, Private,57827, HS-grad,9, Widowed, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
2214,28, Private,110145, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
2215,42, Private,162884, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,60, Columbia,0
2216,43, State-gov,145166, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States,0
2217,50, Private,193720, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States,1
2218,48, Private,310639, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,0
2220,28, Private,370675, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1408,50, Hong,0
2221,36, Private,398931, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States,1
2223,61, Self-emp-inc,103575, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States,1
2227,46, Private,192713, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,,0
2228,25, Private,407714, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
2229,36,,247547, HS-grad,9, Never-married,, Not-in-family, Black, Female,0,0,40, United-States,0
2230,45, Private,123219, 5th-6th,3, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
2231,18, Private,165950, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,21, United-States,0
2233,39, Private,27408, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States,1
2235,28, State-gov,175409, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
2237,21, Private,265361, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,0
2240,63, Private,187919, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,45, United-States,0
2242,22, Private,216129, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,0
2243,52, Self-emp-not-inc,100480, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,44, United-States,0
2244,57, Self-emp-not-inc,69905, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,15024,0,40, United-States,1
2245,38, Private,297767, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,0
2247,52, Private,251908, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,2547,40, United-States,1
2248,55, Self-emp-inc,304695, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,0
2249,21, Private,48121, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
2250,30, Private,125228, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
2251,17, Private,408012, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,0
2252,57, Private,161642, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
2254,48, Self-emp-inc,76482, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0
